"site_name","location","season","common_name","total_observed"
Gahanna West,POINT (-82.895 40.03),Spring 2021,House Sparrow,255
Gahanna West,POINT (-82.895 40.03),Spring 2021,House Wren,63
Gahanna West,POINT (-82.895 40.03),Spring 2021,Indigo Bunting,21
Gahanna West,POINT (-82.895 40.03),Spring 2021,Mallard,39
Gahanna West,POINT (-82.895 40.03),Spring 2021,Mourning Dove,39
Gahanna West,POINT (-82.895 40.03),Spring 2021,Northern Cardinal,249
Gahanna West,POINT (-82.895 40.03),Spring 2021,Northern Parula,9
Gahanna West,POINT (-82.895 40.03),Spring 2021,Northern Rough-winged Swallow,12
Gahanna West,POINT (-82.895 40.03),Spring 2021,Pileated Woodpecker,3
Gahanna West,POINT (-82.895 40.03),Spring 2021,Prothonotary Warbler,3
Gahanna West,POINT (-82.895 40.03),Spring 2021,Red-bellied Woodpecker,51
Gahanna West,POINT (-82.895 40.03),Spring 2021,Red-eyed Vireo,36
Gahanna West,POINT (-82.895 40.03),Spring 2021,Red-shouldered Hawk,6
Gahanna West,POINT (-82.895 40.03),Spring 2021,Red-tailed Hawk,3
Gahanna West,POINT (-82.895 40.03),Spring 2021,Red-winged Blackbird,213
Gahanna West,POINT (-82.895 40.03),Spring 2021,Ruby-throated Hummingbird,6
Gahanna West,POINT (-82.895 40.03),Spring 2021,Song Sparrow,54
Gahanna West,POINT (-82.895 40.03),Spring 2021,Tufted Titmouse,36
Gahanna West,POINT (-82.895 40.03),Spring 2021,Turkey Vulture,30
Gahanna West,POINT (-82.895 40.03),Spring 2021,Warbling Vireo,15
Gahanna West,POINT (-82.895 40.03),Spring 2021,White-breasted Nuthatch,15
Gahanna West,POINT (-82.895 40.03),Spring 2021,Wood Duck,6
Gahanna West,POINT (-82.895 40.03),Spring 2021,Wood Thrush,21
Gahanna West,POINT (-82.895 40.03),Spring 2021,Yellow-throated Vireo,3
Gahanna West,POINT (-82.895 40.03),Spring 2021,Yellow-throated Warbler,9
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Acadian Flycatcher,14
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,American Crow,76
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,American Goldfinch,109
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,American Redstart,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,American Robin,547
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Baltimore Oriole,35
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Barn Swallow,27
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Belted Kingfisher,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Blackburnian Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Blackpoll Warbler,3
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Black-throated Green Warbler,3
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Blue-gray Gnatcatcher,53
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Blue Jay,102
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Blue-winged Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Brown-headed Cowbird,91
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Brown Thrasher,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Canada Goose,660
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Canada Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Carolina Chickadee,112
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Carolina Wren,43
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Cedar Waxwing,226
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Chestnut-sided Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Chimney Swift,101
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Chipping Sparrow,64
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Cliff Swallow,66
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Common Grackle,152
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Common Nighthawk,10
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Common Yellowthroat,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Cooper's Hawk,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Double-crested Cormorant,23
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Downy Woodpecker,77
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Eastern Bluebird,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Eastern Phoebe,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Eastern Wood-Pewee,51
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,European Starling,292
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Field Sparrow,3
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Gray Catbird,91
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Great Blue Heron,22
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Great Crested Flycatcher,22
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Great Egret,15
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Green Heron,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Hairy Woodpecker,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,House Finch,87
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,House Sparrow,431
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,House Wren,46
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Indigo Bunting,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Killdeer,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Least Flycatcher,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Magnolia Warbler,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Mallard,311
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Mourning Dove,90
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Mourning Warbler,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,new world sparrow sp.,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Northern Cardinal,419
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Northern Flicker,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Northern Parula,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Northern Rough-winged Swallow,72
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Olive-sided Flycatcher,3
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Osprey,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Ovenbird,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Peregrine Falcon,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Pileated Woodpecker,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Red-bellied Woodpecker,39
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Red-eyed Vireo,65
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Red-shouldered Hawk,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Red-tailed Hawk,12
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Red-winged Blackbird,220
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Rock Pigeon,14
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Ruby-throated Hummingbird,14
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Sharp-shinned/Cooper's Hawk,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,shorebird sp.,3
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Song Sparrow,114
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Sterna sp.,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Swainson's Thrush,6
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,swallow sp.,2
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Swamp Sparrow,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Tennessee Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Tree Swallow,72
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Tufted Titmouse,23
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Turkey Vulture,28
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Warbling Vireo,40
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,White-breasted Nuthatch,38
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Wood Duck,127
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Wood Thrush,9
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Yellow-billed Cuckoo,4
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Yellow-rumped Warbler,1
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Yellow-throated Warbler,14
Glen Echo,POINT (-82.9994 40.01931),Spring 2021,Yellow Warbler,29
Grove City North,POINT (-83.07 39.895),Spring 2021,American Crow,1
Grove City North,POINT (-83.07 39.895),Spring 2021,American Goldfinch,4
Grove City North,POINT (-83.07 39.895),Spring 2021,American Robin,5
Grove City North,POINT (-83.07 39.895),Spring 2021,Blue Jay,2
Grove City North,POINT (-83.07 39.895),Spring 2021,Brown-headed Cowbird,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Carolina Chickadee,2
Grove City North,POINT (-83.07 39.895),Spring 2021,Carolina Wren,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Chipping Sparrow,2
Grove City North,POINT (-83.07 39.895),Spring 2021,Common Grackle,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Downy Woodpecker,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Eastern Phoebe,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Eastern Towhee,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Eastern Wood-Pewee,1
Grove City North,POINT (-83.07 39.895),Spring 2021,European Starling,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Gray Catbird,4
Grove City North,POINT (-83.07 39.895),Spring 2021,House Finch,5
Grove City North,POINT (-83.07 39.895),Spring 2021,House Sparrow,3
Grove City North,POINT (-83.07 39.895),Spring 2021,House Wren,4
Grove City North,POINT (-83.07 39.895),Spring 2021,Indigo Bunting,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Northern Cardinal,9
Grove City North,POINT (-83.07 39.895),Spring 2021,Northern Rough-winged Swallow,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Red-bellied Woodpecker,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Red-eyed Vireo,1
Grove City North,POINT (-83.07 39.895),Spring 2021,Red-winged Blackbird,2
Grove City North,POINT (-83.07 39.895),Spring 2021,Song Sparrow,7
Grove City North,POINT (-83.07 39.895),Spring 2021,Yellow Warbler,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,American Crow,7
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,American Goldfinch,5
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,American Robin,17
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Barn Swallow,6
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Black Vulture,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Blue Jay,4
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Brown-headed Cowbird,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Canada Goose,34
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Carolina Chickadee,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Cedar Waxwing,26
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Chimney Swift,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Chipping Sparrow,5
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Common Grackle,16
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Dickcissel,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Double-crested Cormorant,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Downy Woodpecker,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,European Starling,22
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Grasshopper Sparrow,12
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Gray Catbird,4
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Great Blue Heron,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Horned Lark,3
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,House Finch,16
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,House Sparrow,24
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,House Wren,6
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Mallard,13
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Mourning Dove,17
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Northern Cardinal,6
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Northern Rough-winged Swallow,3
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Red-bellied Woodpecker,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Red-tailed Hawk,3
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Red-winged Blackbird,31
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Rock Pigeon,1
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Ruby-throated Hummingbird,4
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Savannah Sparrow,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Song Sparrow,2
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Turkey Vulture,7
Hilliard Northeast,POINT (-83.145 40.055),Spring 2021,Warbling Vireo,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,American Crow,14
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,American Goldfinch,12
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,American Robin,66
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Barn Swallow,26
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Black-bellied Plover,11
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Black Vulture,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Blue Jay,16
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Brown-headed Cowbird,8
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Brown Thrasher,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Canada Goose,122
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Carolina Chickadee,4
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Carolina Wren,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Cedar Waxwing,15
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Chimney Swift,16
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Chipping Sparrow,4
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Common Grackle,41
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Common Nighthawk,3
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Cooper's Hawk,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Double-crested Cormorant,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Eastern Kingbird,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Eastern Wood-Pewee,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,European Starling,51
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Field Sparrow,7
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Gray Catbird,13
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Great Blue Heron,9
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Great Crested Flycatcher,7
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Great Egret,30
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,House Finch,13
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,House Sparrow,18
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,House Wren,8
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Indigo Bunting,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Killdeer,91
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Mallard,481
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Mourning Dove,54
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Northern Cardinal,22
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Northern Flicker,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Northern Rough-winged Swallow,33
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Orchard Oriole,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Purple Martin,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Red-bellied Woodpecker,3
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Red-eyed Vireo,2
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Red-tailed Hawk,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Red-winged Blackbird,154
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Rock Pigeon,7
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Ruby-throated Hummingbird,5
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Semipalmated Sandpiper,58
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Song Sparrow,17
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Spotted Sandpiper,16
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Tree Swallow,10
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Turkey Vulture,16
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Warbling Vireo,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,White-breasted Nuthatch,1
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Willow Flycatcher,5
Hilliard Southwest,POINT (-83.165 40.01),Spring 2021,Yellow Warbler,5
Madison,POINT (-82.87 39.9),Spring 2021,Acadian Flycatcher,2
Madison,POINT (-82.87 39.9),Spring 2021,American Crow,2
Madison,POINT (-82.87 39.9),Spring 2021,American Robin,44
Madison,POINT (-82.87 39.9),Spring 2021,Baltimore Oriole,6
Madison,POINT (-82.87 39.9),Spring 2021,Barn Swallow,20
Madison,POINT (-82.87 39.9),Spring 2021,Blue-gray Gnatcatcher,12
Madison,POINT (-82.87 39.9),Spring 2021,Blue Jay,4
Madison,POINT (-82.87 39.9),Spring 2021,Brown-headed Cowbird,8
Madison,POINT (-82.87 39.9),Spring 2021,Canada Goose,96
Madison,POINT (-82.87 39.9),Spring 2021,Carolina Chickadee,4
Madison,POINT (-82.87 39.9),Spring 2021,Carolina Wren,4
Madison,POINT (-82.87 39.9),Spring 2021,Cedar Waxwing,12
Madison,POINT (-82.87 39.9),Spring 2021,Chimney Swift,12
Madison,POINT (-82.87 39.9),Spring 2021,Common Grackle,20
Madison,POINT (-82.87 39.9),Spring 2021,Common Yellowthroat,2
Madison,POINT (-82.87 39.9),Spring 2021,Double-crested Cormorant,4
Madison,POINT (-82.87 39.9),Spring 2021,Downy Woodpecker,6
Madison,POINT (-82.87 39.9),Spring 2021,Eastern Towhee,4
Madison,POINT (-82.87 39.9),Spring 2021,Eastern Wood-Pewee,4
Madison,POINT (-82.87 39.9),Spring 2021,European Starling,58
Madison,POINT (-82.87 39.9),Spring 2021,Field Sparrow,6
Madison,POINT (-82.87 39.9),Spring 2021,Gray Catbird,14
Madison,POINT (-82.87 39.9),Spring 2021,Great Blue Heron,4
Madison,POINT (-82.87 39.9),Spring 2021,Great Crested Flycatcher,4
Madison,POINT (-82.87 39.9),Spring 2021,Great Egret,6
Madison,POINT (-82.87 39.9),Spring 2021,Green Heron,2
Madison,POINT (-82.87 39.9),Spring 2021,House Finch,8
Madison,POINT (-82.87 39.9),Spring 2021,House Sparrow,20
Madison,POINT (-82.87 39.9),Spring 2021,House Wren,10
Madison,POINT (-82.87 39.9),Spring 2021,Indigo Bunting,4
Madison,POINT (-82.87 39.9),Spring 2021,Killdeer,4
Madison,POINT (-82.87 39.9),Spring 2021,Mallard,26
Madison,POINT (-82.87 39.9),Spring 2021,Mourning Dove,14
Madison,POINT (-82.87 39.9),Spring 2021,Northern Cardinal,24
Madison,POINT (-82.87 39.9),Spring 2021,Northern Flicker,2
Madison,POINT (-82.87 39.9),Spring 2021,Northern Rough-winged Swallow,4
Madison,POINT (-82.87 39.9),Spring 2021,Osprey,2
Madison,POINT (-82.87 39.9),Spring 2021,Pileated Woodpecker,2
Madison,POINT (-82.87 39.9),Spring 2021,Red-bellied Woodpecker,10
Madison,POINT (-82.87 39.9),Spring 2021,Red-eyed Vireo,12
Madison,POINT (-82.87 39.9),Spring 2021,Red-winged Blackbird,12
Madison,POINT (-82.87 39.9),Spring 2021,Ring-billed Gull,4
Madison,POINT (-82.87 39.9),Spring 2021,Rose-breasted Grosbeak,2
Madison,POINT (-82.87 39.9),Spring 2021,Ruby-throated Hummingbird,2
Madison,POINT (-82.87 39.9),Spring 2021,Song Sparrow,8
Madison,POINT (-82.87 39.9),Spring 2021,Tufted Titmouse,2
Madison,POINT (-82.87 39.9),Spring 2021,Turkey Vulture,4
Madison,POINT (-82.87 39.9),Spring 2021,Warbling Vireo,4
Madison,POINT (-82.87 39.9),Spring 2021,Willow Flycatcher,2
Madison,POINT (-82.87 39.9),Spring 2021,Wood Duck,4
Madison,POINT (-82.87 39.9),Spring 2021,Wood Thrush,8
Madison,POINT (-82.87 39.9),Spring 2021,Yellow Warbler,2
New Albany North,POINT (-82.805 40.095),Spring 2021,American Crow,6
New Albany North,POINT (-82.805 40.095),Spring 2021,American Goldfinch,6
New Albany North,POINT (-82.805 40.095),Spring 2021,American Robin,30
New Albany North,POINT (-82.805 40.095),Spring 2021,Baltimore Oriole,3
New Albany North,POINT (-82.805 40.095),Spring 2021,Barn Swallow,5
New Albany North,POINT (-82.805 40.095),Spring 2021,Black Vulture,1
New Albany North,POINT (-82.805 40.095),Spring 2021,Blue-gray Gnatcatcher,2
New Albany North,POINT (-82.805 40.095),Spring 2021,Blue Jay,12
New Albany North,POINT (-82.805 40.095),Spring 2021,Brown-headed Cowbird,5
New Albany North,POINT (-82.805 40.095),Spring 2021,Canada Goose,7
New Albany North,POINT (-82.805 40.095),Spring 2021,Carolina Chickadee,11
New Albany North,POINT (-82.805 40.095),Spring 2021,Cedar Waxwing,2
New Albany North,POINT (-82.805 40.095),Spring 2021,Chimney Swift,5
New Albany North,POINT (-82.805 40.095),Spring 2021,Chipping Sparrow,7
New Albany North,POINT (-82.805 40.095),Spring 2021,Common Yellowthroat,3
New Albany North,POINT (-82.805 40.095),Spring 2021,Cooper's Hawk,1
New Albany North,POINT (-82.805 40.095),Spring 2021,Downy Woodpecker,3
New Albany North,POINT (-82.805 40.095),Spring 2021,Eastern Bluebird,12
New Albany North,POINT (-82.805 40.095),Spring 2021,Eastern Kingbird,7
New Albany North,POINT (-82.805 40.095),Spring 2021,Eastern Phoebe,1
New Albany North,POINT (-82.805 40.095),Spring 2021,Eastern Towhee,6
New Albany North,POINT (-82.805 40.095),Spring 2021,Eastern Wood-Pewee,9
New Albany North,POINT (-82.805 40.095),Spring 2021,European Starling,4
New Albany North,POINT (-82.805 40.095),Spring 2021,Field Sparrow,13
New Albany North,POINT (-82.805 40.095),Spring 2021,Gray Catbird,6
